id_publicacao,itens_apriori
Trilhas da Inovação - Ep.1 - Primeiros passos para registrar uma patente,"desempenho:baixo, retencao:desconhecida, duracao:media"
Grupos da UFSCar é selecionado para apresentação sobre ciência em evento internacional,"desempenho:baixo, retencao:desconhecida, duracao:media"
Quero saber – O que é voyeurismo e o que isso tem a ver com reality shows?,"desempenho:baixo, retencao:boa, duracao:curta"
150ª Reunião do Conselho de Pós-Graduação | CoPG UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Tutorial: como solicitar o uso do nome social na UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Quero saber: Afinal de contas, quem causa a febre maculosa?","desempenho:baixo, retencao:desconhecida, duracao:media"
Eleição de representantes do CoGePe - Constituição das Urnas,"desempenho:baixo, retencao:desconhecida, duracao:longa"
VOCÊ NA UFSCAR – CONHEÇA OS CURSOS DA FEDERAL,"desempenho:baixo, retencao:desconhecida, duracao:curta"
UFSCar de Todos os Povos - Etnia Atikum,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Ciência UFSCar - Crise hídrica e matriz energética: Brasil em 2001, 2014, 2021, 2022...","desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero Saber- Dia de Finados e Dia de los Muertos: o que colonizadores e a Igreja Católica tem a ver?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber – O que é a Síndrome de Burnout?,"desempenho:baixo, retencao:boa, duracao:curta"
9ª Reunião Ordinária do Conselho de Pessoas (CoGePe),"desempenho:baixo, retencao:desconhecida, duracao:longa"
"Quero saber – O que aconteceu com o clima no Brasil, nos últimos 60 anos?","desempenho:baixo, retencao:desconhecida, duracao:media"
Quero saber - Como é a trajetória do Brasil nos Jogos Paralímpicos?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
EdUFSCar no Ar #12,"desempenho:baixo, retencao:desconhecida, duracao:longa"
274ª Reunião Ordinária do Conselho Universitário | ConsUni UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
17ª Reunião Ordinária do Conselho de Gestão de Pessoas | CoGePe UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
2ª Sessão da 1ª Reunião Extraordinária do Conselho de Extensão (CoEx) da UFSCar no ano de 2022,"desempenho:baixo, retencao:desconhecida, duracao:longa"
UFSCar de Todos os Povos - Filippo Ghiglieno,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - Por que precisamos de profissionais de Gestão Ambiental?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - Halloween ou Dia do Saci?,"desempenho:baixo, retencao:boa, duracao:curta"
Biblioteca do Campus Lagoa do Sino ganha acervo de Raduan Nassar,"desempenho:baixo, retencao:desconhecida, duracao:curta"
270ª Reunião Ordinária  do Conselho Universitário (ConsUni),"desempenho:baixo, retencao:desconhecida, duracao:longa"
Retorno total das atividades presenciais na UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:media"
"Quero saber - A população está envelhecendo, e agora?","desempenho:baixo, retencao:desconhecida, duracao:media"
Plataforma Alumni - Rede social criada para fortalecer a comunidade UFSCar completa um ano,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Encontro Internacional de Ciência Política Computacional,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Reunião Extraordinária do Conselho Universitário - 18/12 | ConsUni UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
T2 #9 - Pesquisa investiga acúmulo de mutações no DNA mitocondrial com a idade,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - Como e por que a transfobia mata?,"desempenho:baixo, retencao:baixa, duracao:curta"
Depoimento Ângela Lopes - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:media"
UFSCar inicia processo de renaturalização na região da transfederônica,"desempenho:baixo, retencao:boa, duracao:curta"
Dossiê – Oceano em Risco – Entrevista com Dayana Moscardi,"desempenho:baixo, retencao:desconhecida, duracao:media"
Por que e como publicar um livro científico por uma editora internacional?,"desempenho:baixo, retencao:boa, duracao:curta"
Ciência UFSCar - Satélites brasileiros: de CubeSats ao Amazônia-1,"desempenho:baixo, retencao:desconhecida, duracao:longa"
VOCÊ NA UFSCAR – SAIBA COMO INGRESSAR NA UNIVERSIDADE,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Anita Prestes visita a UFSCar e inaugura mostra sobre Olga e Luís Carlos Prestes,"desempenho:baixo, retencao:boa, duracao:curta"
Trilhas da Inovação - Ep.6 – Desenho industrial,"desempenho:baixo, retencao:desconhecida, duracao:media"
75º Reunião Ordinária do Conselho de Assuntos Comunitários e Estudantis | CoACE  UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Feira do Livro EdUFSCar - Bate-papo com Aline Bei,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Idiomas sem Fronteiras - Espanhol,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - Fitoterápicos funcionam? Quais são vantagens e desvantagens?,"desempenho:baixo, retencao:desconhecida, duracao:media"
HU-UFSCar inaugura 29 leitos de enfermaria e dez de UTI Pediátrica,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - O que é e como prevenir a Doença Pulmonar Obstrutiva Crônica?,"desempenho:baixo, retencao:boa, duracao:curta"
Quero saber - Esportes Paralímpicos,"desempenho:baixo, retencao:baixa, duracao:curta"
Boletim de Oportunidades - Edital ProEx de Atividades Culturais 2025,"desempenho:baixo, retencao:baixa, duracao:curta"
EdUFSCar No Ar #10,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Capacitismo não cabe na UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - Quem decide qual paciente recebe um coração disponível para transplante?,"desempenho:baixo, retencao:desconhecida, duracao:media"
Depoimento Nicholas Baladore - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:media"
"Conexão Federal: Internacionalização, com Márcio Weber Paixão","desempenho:baixo, retencao:desconhecida, duracao:longa"
"Aula Magna ""Ciência, Sonho e Construção de Futuro""","desempenho:baixo, retencao:desconhecida, duracao:longa"
#9 DIA INTERNACIONAL DAS MULHERES E MENINAS NA CIÊNCIA   ELISHA SILVA DE JESUS,"desempenho:baixo, retencao:desconhecida, duracao:longa"
"Trilhas da Inovação - Ep.3 – Relatório, COEPI e INPI","desempenho:baixo, retencao:desconhecida, duracao:media"
"UFSCar cria variedades de alimentos e plantas, no campus Araras","desempenho:baixo, retencao:desconhecida, duracao:media"
Quero saber - O que é e como prevenir a Doença Pulmonar Obstrutiva Crônica?,"desempenho:baixo, retencao:desconhecida, duracao:media"
Boletim de Oportunidades - Fábrica de Ideias,"desempenho:baixo, retencao:boa, duracao:curta"
#14 – Estudo avalia riscos trazidos por obesidade abdominal e perda de força muscular em idosos,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Max y sus amigos en: Descubriendo el Mar - Episodio 2 – Plástico camino al mar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
UFSCar realiza Feira de Oportunidades,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Formatura Campus São Carlos - CCET II - 28/05/2024,"desempenho:baixo, retencao:desconhecida, duracao:curta"
VOCÊ NA UFSCAR -  TEM RESERVA DE VAGAS?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
275ª Reunião Ordinária do Conselho Universitário - continuação,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Anaí Floriano Vasconcelos,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Depoimento Alex Kreibich - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:media"
Quero saber - O ecoturismo é um modo diferente de fazer turismo?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Formatura Campus São Carlos - CECH I - 29/05/2024,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Idiomas sem Fronteiras - Português para Estrangeiros,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Conexão Federal - Dor Crônica: Mariana Avila,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - Como a medicina define a Síndrome de Burnout?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Formatura Campus São Carlos - CCET III - 28/05/2024,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Acervos e coleções: do passado na memória a futuros diversos pela pesquisa e formação,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Depoimento Jéssica Athos - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:media"
UFSCar retoma realização presencial da colação de grau,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - A ciência já descobriu a fórmula da felicidade?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Ana Beatriz de Oliveira, Reitora da UFSCar, fala sobre encontro com o Papa Francisco","desempenho:baixo, retencao:boa, duracao:curta"
Trilhas da Inovação - Ep.4 – Licenciamento de tecnologias,"desempenho:baixo, retencao:desconhecida, duracao:media"
"Max y sus amigos en: Descubriendo el Mar - Episodio 3 – Viento caliente, lluvia fría","desempenho:baixo, retencao:desconhecida, duracao:media"
Na Pauta #50,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Os estudantes da UFSCar precisam da sua ajuda!,"desempenho:baixo, retencao:desconhecida, duracao:media"
Ricardo Cerri,"desempenho:baixo, retencao:desconhecida, duracao:media"
Quero saber - De Aristóteles até a Psicologia Positiva: Como evoluiu a noção de felicidade?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Ciência UFSCar: Mudanças climáticas - impactos em águas e pastos,"desempenho:baixo, retencao:desconhecida, duracao:longa"
EdUFSCar No AR #7,"desempenho:baixo, retencao:desconhecida, duracao:longa"
VOCÊ NA UFSCAR – QUAIS SÃO AS NOTAS DE CORTE?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Alumni UFSCar: Ângelo Fernando Padilha, formado em Engenharia de Materiais na UFSCar","desempenho:baixo, retencao:desconhecida, duracao:curta"
UFSCar inaugura complexo de laboratórios,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Trilhas da Inovação - Ep.8 – Programa de Computador,"desempenho:baixo, retencao:desconhecida, duracao:media"
Quero Saber – Desenvolvimento sustentável: solução ou falácia?,"desempenho:baixo, retencao:boa, duracao:curta"
Combate à violência de gênero e cultura da paz: desafios para a universidade pública brasileira,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Reitoria e ProAd apresentam cenário orçamentário da UFSCar para 2024 e balanço de 2023,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Max e sus amigos - Descobriendo el mar: Episodio 1 - El mar que respiramos,"desempenho:baixo, retencao:desconhecida, duracao:media"
Depoimento Fernanda Marciano – Transformação,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Alumni UFSCar: Edinaldo dos Santos Rodrigues, formado em Psicologia pela UFSCar.","desempenho:baixo, retencao:desconhecida, duracao:curta"
"Luiz Antonio Pessan, professor da UFSCar, é o novo diretor de Programas e Bolsas no País da CAPES","desempenho:baixo, retencao:desconhecida, duracao:media"
Conheça o Núcleo de Pesquisa e Desenvolvimento em Tecnologia Assistiva do Campus Sorocaba da UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:media"
Depoimento Alice Agnes - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:media"
News - Boletim de Oportunidades #7,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Discriminação não cabe na UFSCar! Aprenda, ensine: violência é crime!","desempenho:baixo, retencao:desconhecida, duracao:curta"
Laboratório da UFSCar desenvolve pesquisas sobre osteoartrite de joelho,"desempenho:baixo, retencao:desconhecida, duracao:media"
Feira do Livro EdUFSCar - Palestra: Jorge Amado - Uma biografia,"desempenho:baixo, retencao:desconhecida, duracao:longa"
30º Congresso de Iniciação Científica - UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:media"
Tutorial - Como participar do Guardiões da Saúde,"desempenho:baixo, retencao:desconhecida, duracao:curta"
T2 #6 - Linguística popular valoriza e torna mais acessíveis os saberes linguísticos de não especial,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Na Pauta #42,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - O quê explica Tarcísio decidir não usar os livros distribuídos pelo Governo Federal?,"desempenho:baixo, retencao:desconhecida, duracao:media"
"Alumni UFSCar: Rieli Tomaz da Silva, estudante do curso de Engenharia Agronômica da UFSCar","desempenho:baixo, retencao:desconhecida, duracao:curta"
"XII SEGRad - Abertura: Extensão Universitária na Graduação: história, diretrizes e experiências","desempenho:baixo, retencao:desconhecida, duracao:longa"
Laboratório de Talentos inspira meninas para trilharem seus caminhos profissionais,"desempenho:baixo, retencao:desconhecida, duracao:media"
Eleição para discentes no CoG - Constituição das Urnas,"desempenho:baixo, retencao:desconhecida, duracao:media"
#7 – Teste inédito pode ajudar a eliminar hanseníase,"desempenho:baixo, retencao:desconhecida, duracao:longa"
65ª Reunião Ordinária do Conselho de Administração (CoAd),"desempenho:baixo, retencao:desconhecida, duracao:longa"
"As possibilidades de Ensino, Pesquisa e Extensão Universitária a partir das experiências estudantis","desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - Como os comportamentos se manifestam?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Depoimento Lê Fernandes - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:media"
T2 #5 - Jogo educativo leva temática indígena para crianças de 5 a 10 anos,"desempenho:baixo, retencao:desconhecida, duracao:longa"
"Quero saber - Acupuntura, fitoterápicos, aromaterapia: a que - e quem - servem as PICs no SUS?","desempenho:baixo, retencao:boa, duracao:curta"
110ª Reunião Ordinária d Conselho de Graduação | CoG UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Boletim de Oportunidades - Oportunidades em Um Minuto #2,"desempenho:baixo, retencao:baixa, duracao:curta"
HU-UFSCar inaugura Unidade de Pesquisa Clínicas,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Teaser Formaturas Sorocaba 2024 - 17/07,"desempenho:baixo, retencao:desconhecida, duracao:curta"
15 Anos da Rádio UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Boletim de Oportunidades – 3ª Chamada do Proeduca - Profa Tathiane Milaré,"desempenho:baixo, retencao:baixa, duracao:curta"
#9 – Processo de financeirização da indústria automotiva ajuda a compreender saída da Ford do Brasil,"desempenho:baixo, retencao:desconhecida, duracao:longa"
EMBRAPII E INOVAÇÃO NA UFSCar: O que é? Como fazer?,"desempenho:baixo, retencao:boa, duracao:curta"
EMBRAPII-UFSCar promove parceria entre Universidade e empresas,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Formatura Campus Araras - CCA - 31/08/2024,"desempenho:baixo, retencao:desconhecida, duracao:media"
"Fala, cientista! - Pesquisas Eleitorais - 04/12","desempenho:baixo, retencao:desconhecida, duracao:curta"
"Marcus Vinicius Batista Nascimento, novo secretário da SAADE fala sobre  antirracismo da UFSCar","desempenho:baixo, retencao:desconhecida, duracao:curta"
#5 – Maior parte da população brasileira é contrária ao fechamento do STF,"desempenho:baixo, retencao:desconhecida, duracao:longa"
I Encontro Fonaprace Sudeste 2022 - Manhã,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Programa Capes/Brafitec apoia intercâmbio de estudantes de graduação entre Brasil e França,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - Admitir mudanças na língua que as pessoas falam é desestruturar a Língua Portuguesa?,"desempenho:baixo, retencao:desconhecida, duracao:media"
275ª Reunião Ordinária do Conselho Universitário,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Boletim de Oportunidades - SBPC abre inscrições para o Prêmio Carolina Bori,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Mesa redonda | Reforma psiquiátrica: desafios atuais para o SUS e para as universidades,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - Genética da Conservação: o que é e para que serve?,"desempenho:baixo, retencao:baixa, duracao:curta"
Teaser Formaturas UFSCar Araras 2024 - 31/08,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - O ecoturismo enquanto mercado. E agora?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Daiane Aparecida Zuanetti,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Trilhas da Inovação - Ep.9 – A Agência de Inovação da UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Fala, cientista! - Pesquisas Eleitorais - 05/12","desempenho:baixo, retencao:desconhecida, duracao:curta"
Formatura Campus São Carlos - CECH II - 29/05/2024,"desempenho:baixo, retencao:desconhecida, duracao:curta"
#4 DIA INTERNACIONAL DAS MULHERES E MENINAS NA CIÊNCIA   ANA CRISTINA JUVENAL DA CRUZ,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Conexão Federal - EdUFSCar : Oswaldo Truzzi e Wilson Alves-Bezerra,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Inclusão de colaboradores com deficiência nos Restaurantes Universitários da UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Trilhas da Inovação - Ep.7 – Cultivar,"desempenho:baixo, retencao:desconhecida, duracao:media"
#19 - Diferentes linhagens de HIV e as políticas públicas de combate,"desempenho:baixo, retencao:desconhecida, duracao:longa"
"Fala, cientista! - Pesquisas Eleitorais - 07/12","desempenho:baixo, retencao:desconhecida, duracao:media"
E o que Desenvolvimento Sustentável tem com as negociações para enfrentar a emergência climática?,"desempenho:baixo, retencao:desconhecida, duracao:media"
"Ana Beatriz de Oliveira, Reitora da UFSCar, fala sobre os seis meses do lançamento do portal Alumni","desempenho:baixo, retencao:desconhecida, duracao:curta"
Construindo a Política Cultural da UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
"Sementes da Cultura Científica - Adilson de Oliveira, Departamento de Física","desempenho:baixo, retencao:desconhecida, duracao:media"
"Vida Universitária: o dia a dia acadêmico (ProGrad, SEaD, SIBi, SRinter, EDUFSCar)","desempenho:baixo, retencao:desconhecida, duracao:longa"
Práticas inovadoras no ensino de ciências e divulgação científica junto ao público infanto-juvenil,"desempenho:baixo, retencao:desconhecida, duracao:curta"
A homofobia não cabe na UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:curta"
UFSCar de Todos os Povos - Lejzer Castro,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - Nascemos predispostos à felicidade ou é possível aprender a ser feliz?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
14ª Reunião Extraordinária - CoGePe,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber – Assédio: quais as faces desse mal?,"desempenho:baixo, retencao:desconhecida, duracao:media"
EdUFSCar completa 30 anos de história,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - Que mistérios - e crimes! - a Genética da Conservação ajuda a resolver?,"desempenho:baixo, retencao:desconhecida, duracao:media"
#8 – Conheça o veleiro que viaja os oceanos do mundo fazendo pesquisa,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - Por que a gordofobia causa sofrimento?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Quero saber - Não sou fluente em Inglês. Como vou publicar um livro por uma editora internacional?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Depoimento Augusta Neves - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:media"
Edital ProGrad Nº 20 de 8 de janeiro de 2024 traduzido em Língua Brasileira de Sinais,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Formatura Campus São Carlos - CCET I - 28/05/2024,"desempenho:baixo, retencao:desconhecida, duracao:curta"
UFSCar promove 1ª Feira da Visibilidade Trans e Travesti,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Formatura Campus Sorocaba - CCGT - 17/07/2024,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Alumni UFSCar - Conheça a nova página inicial,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Calourada 2023,"desempenho:baixo, retencao:desconhecida, duracao:curta"
30 anos do projeto Trilha da Natureza da UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:media"
7a Semana dos Estudantes Indígenas da UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Alumni UFSCar: Anna Cláudia Sentanin, formada em Fisioterapia na UFSCar","desempenho:baixo, retencao:desconhecida, duracao:curta"
Depoimento Cae Pereira - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:media"
Quero saber: Como prevenir a febre maculosa?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Racismo, homofobia, desigualdade e extermínio: os impasses da atuação do Estado","desempenho:baixo, retencao:desconhecida, duracao:longa"
"NIASE: 20 anos de sonhos, ciência e transformação social","desempenho:baixo, retencao:desconhecida, duracao:longa"
UFSCar sedia novo INCT em Biodiversidade e Uso Sustentável de Peixes Neotropicais,"desempenho:baixo, retencao:desconhecida, duracao:media"
"Reitora, Ana Beatriz de Oliveira, participa de evento na Câmara Municipal de Sorocaba","desempenho:baixo, retencao:boa, duracao:curta"
T2 #1 - Bioeconomia circular e a produção de materiais avançados,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Avanços e desafios para além da Lei Maria da Penha,"desempenho:baixo, retencao:desconhecida, duracao:longa"
“Ciência em Movimento” – cientistas da UFSCar e da USP divulgam suas pesquisas no transporte público,"desempenho:baixo, retencao:desconhecida, duracao:media"
Viviane Melo de Mendonça,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Francisco Coury,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Edital 2023 - Eleição de representantes junto aos conselhos superiores | Apuração,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Reunião Extraordinária do Conselho Universitário | ConsUni UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
XII SEGRad - Curricularização da Extensão: experiências institucionais,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber – De onde surge e como se perpetua o machismo?,"desempenho:baixo, retencao:baixa, duracao:curta"
Reunião Extraordinária do Conselho Uniersitário - 12/12 | ConsUni UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Boletim de Oportunidades - Oportunidades em Um Minuto #1,"desempenho:baixo, retencao:baixa, duracao:curta"
Alumni UFSCar - Como criar/ gerenciar Grupos - Comunidades,"desempenho:baixo, retencao:desconhecida, duracao:media"
O Machismo não cabe na UFSCar!,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Eleição de representantes do CoGePe - Apuração,"desempenho:baixo, retencao:desconhecida, duracao:media"
Quero saber - Por que o Governo não produz seu próprio livro didático ?,"desempenho:baixo, retencao:desconhecida, duracao:media"
UFSCar de todos os povos! Wéllima Timóteo de Lima - Estudante indígena da etnia Xukuru de Ororubá,"desempenho:baixo, retencao:desconhecida, duracao:curta"
UFSCar de Todos os Povos - Mamadú Saliu Djaló,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Quero saber: Afinal de contas, quem causa a febre maculosa?","desempenho:baixo, retencao:desconhecida, duracao:curta"
O Racismo não cabe na UFSCar!,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Pesquisa da UFSCar vence Prêmio Capes de Tese,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Roberta Cerasi Urban,"desempenho:baixo, retencao:desconhecida, duracao:curta"
T2 #2 - Diferença entre mão direita e mão esquerda e a busca de vacinas mais eficazes,"desempenho:baixo, retencao:desconhecida, duracao:longa"
UFSCar apresenta novidades na área de gestão ambiental e sustentabilidade,"desempenho:baixo, retencao:desconhecida, duracao:media"
Alumni UFSCar - Como postar ou encontrar eventos,"desempenho:baixo, retencao:desconhecida, duracao:curta"
NA PAUTA ENTREVISTA - OBSERVA SANCA,"desempenho:baixo, retencao:desconhecida, duracao:longa"
"TBT Aula Magna da UFSCar com o Ministro dos Direitos Humanos e da Cidadania, Silvio Almeida","desempenho:baixo, retencao:boa, duracao:curta"
Já está disponível o aplicativo Alumni UFSCar #shorts,"desempenho:baixo, retencao:boa, duracao:curta"
Trilhas da Inovação - Ep.5 – Know-how,"desempenho:baixo, retencao:desconhecida, duracao:media"
Depoimento Iago Costa - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:media"
"Quero saber – Etarismo, quais suas origens e impactos?","desempenho:baixo, retencao:desconhecida, duracao:curta"
1ª Reunião Extraordinária do Conselho de Extensão (CoEx) da UFSCar do ano de 2023,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - Mas eu ainda estou no começo da minha carreira na Ciência! Já posso publicar um livro?,"desempenho:baixo, retencao:desconhecida, duracao:media"
8º Congresso do Colégio dos Gestores da Comunicação das universidades federais | Dia 09.11 - Manhã,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber – Assédio: quais as faces desse mal?,"desempenho:baixo, retencao:baixa, duracao:curta"
Formatura Campus São Carlos - CECH III - 29/05/2024,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Depoimento Victória Ayumi - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Cerimônia de entrega do Título de Doutor Honoris Causa para Dermeval Saviani,"desempenho:baixo, retencao:desconhecida, duracao:media"
30º Congresso de Iniciação Científica - UFSCar - Dia 13/11,"desempenho:baixo, retencao:desconhecida, duracao:curta"
UFSCar de todos os povos! Natalia Andrea Viana Bedoya - Professora do Dep. de Matemática da UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:curta"
Equipe da Pró-Reitoria de Administração fala sobre desafios e conquistas nos dois anos de gestão,"desempenho:baixo, retencao:desconhecida, duracao:media"
T2 #4 - Pesquisadores redescobrem espécie de perereca considerada extinta,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - Estou sendo gordofóbico?,"desempenho:baixo, retencao:desconhecida, duracao:media"
NEEDS da UFSCar cria Programa de Computador para mapear APP,"desempenho:baixo, retencao:desconhecida, duracao:media"
Reitoria esclarece sobre revogação de lista,"desempenho:baixo, retencao:desconhecida, duracao:longa"
EdUFSCar no Ar #3,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Depoimento Marc Tristão - Transformação,"desempenho:baixo, retencao:desconhecida, duracao:curta"
#Mesa5 - UFSCar Marchando para Transformar Ciência em Qualidade de Vida,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Quero saber - Como prevenir a doença? E qual o papel das organizações?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
"Conheça o trabalho da UAC, em atividade há 30 anos na UFSCar.","desempenho:baixo, retencao:desconhecida, duracao:curta"
Dia de valorização da universidade pública,"desempenho:baixo, retencao:desconhecida, duracao:media"
Equipe ProACE fala sobre ações de assistência durante a pandemia e novas conquistas em Saúde Mental,"desempenho:baixo, retencao:desconhecida, duracao:media"
TBT 2ª Feira da Visibilidade Trans e Travesti na UFSCar,"desempenho:baixo, retencao:desconhecida, duracao:curta"
11ª Reunião Ordinária do Conselho de Gestão de Pessoas (CoGePe),"desempenho:baixo, retencao:desconhecida, duracao:longa"
Agroecologia: potencialidades e desafios,"desempenho:baixo, retencao:desconhecida, duracao:longa"
Reitoria lança projeto UFSCar + 5 para elaboração do novo PDI,"desempenho:baixo, retencao:desconhecida, duracao:curta"
#1 – Fibra de PET reciclado pode ajudar no combate à Covid-19,"desempenho:baixo, retencao:desconhecida, duracao:longa"
"Boletim de Oportunidades - Capes abre inscrições para a Cátedra Rio Branco, no King's College London","desempenho:baixo, retencao:baixa, duracao:curta"
Boletim de Oportunidades - Oportunidades em Um Minuto #3,"desempenho:baixo, retencao:baixa, duracao:curta"
Quero saber - Porque a gravidade do quadro de saúde de Fausto Silva levou o coração até ele?,"desempenho:baixo, retencao:desconhecida, duracao:curta"
#6 DIA INTERNACIONAL DAS MULHERES E MENINAS NA CIÊNCIA   CAROLINA RODRIGUES DE SOUZA,"desempenho:baixo, retencao:desconhecida, duracao:longa"
